name,platform,year,genre,publisher,critic_score,user_score,total_sales,na_sales,jp_sales,pal_sales,other_sales
Secret Files: Tunguska,Wii,2008.0,Adventure,Koch Media,,,0.06,0.04,0.0,0.01,0.0
Winter Sports 2: The Next Challenge,DS,2008.0,Sports,RTL,,,0.06,0.04,0.0,0.02,0.0
NBA Live 07,XB,2006.0,Sports,Electronic Arts,37.65,,0.06,0.04,0.0,0.01,0.0
Escape from Bug Island,Wii,2006.0,Action,Eidos Interactive,20.5,,0.06,0.04,0.01,0.01,0.0
Gradius Collection,PSP,2006.0,Shooter,Konami Digital Entertainment,42.05,,0.06,0.04,0.02,0.0,0.0
Tom Clancy's Splinter Cell: Double Agent,GC,2006.0,Action,Ubisoft,36.25,7.7,0.06,0.04,0.0,0.01,0.0
Constantine,XB,2005.0,Action,SCi,33.25,,0.06,0.04,0.0,0.01,0.0
NTRA Breeders' Cup World Thoroughbred Championships,XB,2005.0,Simulation,Bethesda Softworks,,,0.06,0.04,0.0,0.01,0.0
Splat Renegade Paintball,XB,2005.0,Sports,Take-Two Interactive,,,0.06,0.04,0.0,0.01,0.0
FIFA Street,GC,2005.0,Sports,Electronic Arts,,,0.06,0.04,0.0,0.01,0.0
Viewtiful Joe: Red Hot Rumble,GC,2005.0,Action,Capcom,34.2,,0.06,0.04,0.0,0.01,0.0
2 Games in 1: Sonic Pinball Party & Columns Crown,GBA,2005.0,Misc,Sega,,,0.06,0.04,0.0,0.02,0.0
Ford Racing 3,GBA,2005.0,Racing,Zoo Digital Publishing,,,0.06,0.04,0.0,0.02,0.0
Hi Hi Puffy AmiYumi: Kaznapped,GBA,2005.0,Action,D3Publisher,,,0.06,0.04,0.0,0.02,0.0
Scrabble Blast!,GBA,2005.0,Misc,Zoo Digital Publishing,,,0.06,0.04,0.0,0.01,0.0
Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,2005.0,Action,Konami Digital Entertainment,,,0.06,0.04,0.0,0.02,0.0
Tokyo Xtreme Racer Advance,GBA,2005.0,Racing,Crave Entertainment,,,0.06,0.04,0.0,0.02,0.0
Catwoman,XB,2004.0,Action,Electronic Arts,24.8,,0.06,0.04,0.0,0.01,0.0
Exhibition Volume 5,XB,2004.0,Misc,Microsoft Game Studios,,,0.06,0.04,0.0,0.01,0.0
IHRA Professional Drag Racing 2005,XB,2004.0,Racing,Bethesda Softworks,,,0.06,0.04,0.0,0.01,0.0
Tron 2.0: Killer App,XB,2004.0,Action,Disney Interactive Studios,,,0.06,0.04,0.0,0.01,0.0
Amazing Island,GC,2004.0,Strategy,Sega,33.05,,0.06,0.04,0.0,0.01,0.0
Tom Clancy's Rainbow Six 3,GC,2004.0,Shooter,Ubisoft,38.65,,0.06,0.04,0.0,0.01,0.0
Backyard Skateboarding 2006,GBA,2004.0,Sports,Atari,,,0.06,0.04,0.0,0.02,0.0
Cabela's Big Game Hunter 2005 Adventures,GBA,2004.0,Sports,Activision,,,0.06,0.04,0.0,0.01,0.0
Mighty Beanz: Pocket Puzzles,GBA,2004.0,Puzzle,Majesco Entertainment,,,0.06,0.04,0.0,0.01,0.0
Racing Gears Advance,GBA,2004.0,Racing,Zoo Digital Publishing,45.95,,0.06,0.04,0.0,0.02,0.0
Rapala Pro Fishing,GBA,2004.0,Sports,Zoo Digital Publishing,,,0.06,0.04,0.0,0.02,0.0
Tron 2.0: Killer App,GBA,2004.0,Action,Disney Interactive Studios,,,0.06,0.04,0.0,0.02,0.0
Whiplash,XB,2003.0,Racing,Eidos Interactive,37.5,,0.06,0.04,0.0,0.01,0.0
Worms 3D,XB,2003.0,Strategy,Sega,38.0,,0.06,0.04,0.0,0.01,0.0
Lost Kingdoms II,GC,2003.0,Role-Playing,Activision,37.3,,0.06,0.04,0.0,0.01,0.0
Resident Evil 2,GC,2003.0,Action,Capcom,34.15,,0.06,0.04,0.0,0.01,0.0
Oddworld: Munch's Oddysee,GBA,2003.0,Platform,THQ,25.7,,0.06,0.04,0.0,0.02,0.0
Terminator 3: Rise of the Machines,GBA,2003.0,Action,Atari,26.75,,0.06,0.04,0.0,0.02,0.0
Dr. Muto,XB,2002.0,Platform,Midway Games,39.25,,0.06,0.04,0.0,0.01,0.0
Fatal Frame,XB,2002.0,Action,Tecmo Koei,42.3,,0.06,0.04,0.0,0.01,0.0
Myst III: Exile,XB,2002.0,Adventure,Ubisoft,28.5,,0.06,0.04,0.0,0.01,0.0
SeaBlade,XB,2002.0,Shooter,TDK Mediactive,26.85,,0.06,0.04,0.0,0.01,0.0
Aggressive Inline,GC,2002.0,Sports,Acclaim Entertainment,48.35,,0.06,0.04,0.0,0.01,0.0
Wreckless: ThE YaKuza MisSiOns,GC,2002.0,Racing,Activision,,,0.06,0.04,0.0,0.01,0.0
BattleBots: Beyond the BattleBox,GBA,2002.0,Action,Vivendi Games,29.4,,0.06,0.04,0.0,0.01,0.0
Broken Sword: The Shadow of the Templars,GBA,2002.0,Adventure,BAM! Entertainment,44.05,,0.06,0.04,0.0,0.02,0.0
Bubble Bobble: Old & New,GBA,2002.0,Puzzle,Empire Interactive,,,0.06,0.04,0.0,0.02,0.0
Guilty Gear X: Advance Edition,GBA,2002.0,Fighting,Sammy Corporation,37.15,,0.06,0.04,0.0,0.02,0.0
MotoGP,GBA,2002.0,Racing,THQ,,,0.06,0.04,0.0,0.01,0.0
Salt Lake 2002,GBA,2002.0,Sports,Ubisoft,28.5,,0.06,0.04,0.0,0.02,0.0
Jurassic Park III: Park Builder,GBA,2001.0,Simulation,Konami Digital Entertainment,36.0,,0.06,0.04,0.0,0.02,0.0
LEGO Bionicle,GBA,2001.0,Platform,LEGO Media,,,0.06,0.04,0.0,0.02,0.0
Zone of the Enders: The Fist of Mars,GBA,2001.0,Role-Playing,Konami Digital Entertainment,38.65,,0.06,0.04,0.0,0.02,0.0
R-Types,PS,1998.0,Shooter,Virgin Interactive,,,0.06,0.04,0.0,0.02,0.0
Ray Tracers,PS,1997.0,Racing,Sony Computer Entertainment,,,0.06,0.04,0.0,0.02,0.0
Bubble Bobble also featuring Rainbow Islands,PS,1995.0,Puzzle,Acclaim Entertainment,,,0.06,0.04,0.0,0.02,0.0
Star Fighter,PS,1995.0,Shooter,Telstar,,,0.06,0.04,0.0,0.02,0.0
Discworld,PS,1994.0,Adventure,Psygnosis,,,0.06,0.04,0.0,0.02,0.0
Tom Clancy's Rainbow Six: Critical Hour,XB,,Shooter,Unknown,,,0.06,0.04,0.0,0.01,0.0
Ghostbusters (2016),XOne,2016.0,Action,Activision,,,0.060000000000000005,0.05,0.0,0.0,0.01
Resident Evil 6,XOne,2016.0,Shooter,Capcom,35.45,,0.060000000000000005,0.05,0.0,0.0,0.005
Ghostbusters (2016),PS4,2016.0,Action,Activision,,,0.065,0.05500000000000001,0.0,0.0,0.015
Mighty No. 9,PS4,2016.0,Platform,Deep Silver,28.6,3.5,0.08,0.065,0.0,0.0,0.015
NASCAR Heat Evolution,PS4,2016.0,Racing,Dusenberry Martin Racing,36.3,4.1,0.1,0.08,0.0,0.0,0.02
Resident Evil 4 HD,PS4,2016.0,Shooter,Capcom,,,0.05,0.04,0.0,0.0,0.01
Wasteland 2,XOne,2015.0,Role-Playing,Deep Silver,,,0.055,0.045,0.0,0.01,0.01
Arcania: Gothic 4,PS4,2015.0,Role-Playing,Nordic Games,,,0.05,0.04,0.0,0.0,0.01
Game of Thrones (Telltale),PS4,2015.0,Adventure,Telltale Games,,,0.05,0.04,0.0,0.0,0.01
SpongeBob SquarePants: Plankton's Robotic Revenge,X360,2013.0,Shooter,Activision,,,0.05,0.04,0.0,0.0,0.0
Payday 2,PC,2013.0,Shooter,505 Games,,,0.05,0.04,0.0,0.0,0.01
Test Drive: Ferrari Legends,X360,2012.0,Racing,Atari,,,0.05,0.04,0.0,0.0,0.0
Rock Band Country Track Pack 2,X360,2011.0,Misc,MTV Games,,,0.05,0.04,0.0,0.0,0.0
Gem Smashers,Wii,2011.0,Platform,Crave Entertainment,,,0.05,0.04,0.0,0.0,0.0
Pucca Power Up,DS,2011.0,Platform,Rising Star Games,,,0.055,0.04,0.0,0.015,0.0
Centipede: Infestation,3DS,2011.0,Shooter,Atari,,,0.05,0.04,0.0,0.0,0.0
Rock of the Dead,X360,2010.0,Shooter,Conspiracy Entertainment,26.5,,0.05,0.04,0.0,0.0,0.0
Sushi Go-Round,Wii,2010.0,Simulation,Asylum Entertainment,,,0.05,0.04,0.0,0.0,0.0
Rock of the Dead,PS3,2010.0,Shooter,Conspiracy Entertainment,25.0,,0.05,0.04,0.0,0.0,0.01
Sesame Street: Elmo's A-to-Zoo Adventure,PC,2010.0,Misc,Warner Bros. Interactive Entertainment,,,0.05,0.04,0.0,0.0,0.0
Galaxy Racers,DS,2010.0,Racing,Ubisoft,,,0.05,0.04,0.0,0.0,0.0
Gummy Bears Mini Golf,DS,2010.0,Sports,Storm City Games,,,0.05,0.04,0.0,0.0,0.0
Ivy the Kiwi?,DS,2010.0,Puzzle,Rising Star Games,38.25,,0.05,0.04,0.0,0.0,0.0
River City Soccer Hooligans,DS,2010.0,Sports,Arc System Works,,,0.05,0.04,0.01,0.0,0.0
Samantha Swift and the Hidden Roses of Athena,DS,2010.0,Adventure,Unknown,,,0.05,0.04,0.0,0.01,0.0
TNA iMPACT: Cross the Line,DS,2010.0,Fighting,SouthPeak Games,,,0.05,0.04,0.0,0.0,0.0
Virtual Villagers: A New Home,DS,2010.0,Simulation,PQube,,,0.05,0.04,0.0,0.01,0.0
Hotel for Dogs,Wii,2009.0,Simulation,505 Games,,,0.05,0.04,0.0,0.0,0.0
Pirates vs Ninja Dodgeball,Wii,2009.0,Sports,SouthPeak Games,,,0.05,0.04,0.0,0.0,0.0
Pool Hall Pro,Wii,2009.0,Sports,Playlogic Game Factory,,,0.05,0.04,0.0,0.0,0.0
Blazing Souls: Accelate,PSP,2009.0,Role-Playing,Idea Factory,,,0.05,0.04,0.01,0.0,0.005
Moon,DS,2009.0,Adventure,Mastiff,,,0.05,0.04,0.0,0.0,0.0
Pet Vet: Down Under,DS,2009.0,Simulation,Deep Silver,,,0.05,0.04,0.0,0.0,0.0
Deadliest Catch: Alaskan Storm,X360,2008.0,Sports,Navarre Corp,31.2,,0.05,0.04,0.0,0.0,0.0
Rapala Fishing Frenzy 2009,X360,2008.0,Sports,Activision,21.75,,0.05,0.04,0.0,0.0,0.0
Secret Service,X360,2008.0,Action,Activision Value,,,0.05,0.04,0.0,0.0,0.0
My Horse & Me: Riding for Gold,Wii,2008.0,Sports,Atari,,,0.05,0.04,0.0,0.01,0.0
Wonder World Amusement Park,Wii,2008.0,Misc,Majesco Entertainment,,,0.05,0.04,0.0,0.0,0.0
Neverland Card Battles,PSP,2008.0,Role-Playing,Idea Factory,31.0,,0.060000000000000005,0.045,0.0,0.0,0.015
Cesar Millan's Dog Whisperer,DS,2008.0,Simulation,Ubisoft,,,0.05,0.04,0.0,0.0,0.0
Color Cross,DS,2008.0,Misc,Rising Star Games,,,0.05,0.04,0.0,0.0,0.0
M&M's Adventure,DS,2008.0,Adventure,Zoo Digital Publishing,,,0.05,0.04,0.0,0.0,0.0
Princess on Ice,DS,2008.0,Sports,505 Games,,,0.05,0.04,0.0,0.01,0.0
Professor Heinz Wolff's Gravity,DS,2008.0,Puzzle,Deep Silver,29.45,,0.05,0.04,0.0,0.0,0.0
Secret Files: Tunguska,DS,2008.0,Adventure,Deep Silver,,,0.05,0.04,0.0,0.01,0.0
Unsolved Crimes,DS,2008.0,Adventure,Empire Interactive,36.0,,0.05,0.04,0.0,0.01,0.0
Cabela's Trophy Bucks,X360,2007.0,Sports,Activision Value,22.15,,0.05,0.04,0.0,0.0,0.0
UEFA Champions League 2006-2007,X360,2007.0,Sports,Electronic Arts,39.5,,0.05,0.04,0.0,0.01,0.0
Balloon Pop,Wii,2007.0,Puzzle,505 Games,,,0.05,0.04,0.0,0.0,0.0
Billy the Wizard: Rocket Broomstick Racing,Wii,2007.0,Racing,Metro 3D,,,0.05,0.04,0.0,0.0,0.0
Counter Force,Wii,2007.0,Shooter,505 Games,,,0.05,0.04,0.0,0.0,0.0
Fantastic Four: Rise of the Silver Surfer,Wii,2007.0,Action,Take-Two Interactive,,,0.05,0.04,0.0,0.01,0.0
MiniCopter: Adventure Flight,Wii,2007.0,Simulation,505 Games,,,0.05,0.04,0.0,0.0,0.0
Pool Party,Wii,2007.0,Sports,SouthPeak Games,17.2,,0.05,0.04,0.0,0.0,0.0
Boing! Docomodake DS,DS,2007.0,Puzzle,Ignition Entertainment,,,0.05,0.04,0.0,0.0,0.0
Crazy Chicken: Atlantis Quest,DS,2007.0,Platform,Phenomedia,,,0.05,0.04,0.0,0.0,0.0
Nicktoons: Attack of the Toybots,DS,2007.0,Platform,THQ,30.0,,0.05,0.04,0.0,0.0,0.0
Walt Disney Pictures Presents Enchanted,DS,2007.0,Platform,Disney Interactive Studios,,,0.05,0.04,0.0,0.01,0.0
MLB SlugFest 2006,XB,2006.0,Sports,Midway Games,32.75,,0.05,0.04,0.0,0.01,0.0
World Championship Poker: Featuring Howard Lederer - All In,X360,2006.0,Misc,Oxygen Interactive,,,0.05,0.04,0.0,0.0,0.0
The Grim Adventures of Billy & Mandy,Wii,2006.0,Action,Midway Games,,,0.05,0.04,0.0,0.0,0.0
World Series of Poker: Tournament of Champions 2007 Edition,Wii,2006.0,Misc,Activision,,,0.05,0.04,0.0,0.0,0.0
B-Boy,PSP,2006.0,Misc,Sony Computer Entertainment,26.9,,0.05,0.04,0.0,0.0,0.0
Cabela's African Safari,PSP,2006.0,Sports,Activision Value,,,0.05,0.04,0.0,0.0,0.0
Dynasty Warriors Vol. 2,PSP,2006.0,Action,Tecmo Koei,31.2,,0.05,0.04,0.0,0.0,0.0
MTX Mototrax,PSP,2006.0,Racing,Activision,,,0.05,0.04,0.0,0.0,0.0
PQ2: Practical Intelligence Quotient,PSP,2006.0,Puzzle,D3Publisher,,,0.05,0.04,0.0,0.0,0.0
Snoopy vs the Red Baron,PSP,2006.0,Adventure,Namco Bandai Games,,,0.05,0.04,0.0,0.0,0.0
Ys: The Ark of Napishtim,PSP,2006.0,Role-Playing,Konami Digital Entertainment,35.7,,0.05,0.04,0.0,0.0,0.0
Battleship / Connect Four / Sorry! / Trouble,DS,2006.0,Puzzle,"Destination Software, Inc",,,0.05,0.04,0.0,0.0,0.0
Cartoon Network Racing,DS,2006.0,Action,Game Factory,30.4,,0.05,0.04,0.0,0.0,0.0
GunPey DS,DS,2006.0,Puzzle,Atari,,,0.05,0.04,0.0,0.0,0.0
March of the Penguins,DS,2006.0,Adventure,Zoo Digital Publishing,19.0,,0.05,0.04,0.0,0.0,0.0
American Chopper 2: Full Throttle,XB,2005.0,Racing,Zoo Digital Publishing,,,0.05,0.04,0.0,0.01,0.0
Crime Life: Gang Wars,XB,2005.0,Action,Konami Digital Entertainment,16.95,,0.05,0.04,0.0,0.01,0.0
Dynasty Warriors 5,XB,2005.0,Action,Tecmo Koei,36.85,,0.05,0.04,0.0,0.01,0.0
Myst IV: Revelation,XB,2005.0,Adventure,Ubisoft,,,0.05,0.04,0.0,0.01,0.0
Raze's Hell,XB,2005.0,Shooter,Majesco Entertainment,39.0,,0.05,0.04,0.0,0.01,0.0
Rugby 2005,XB,2005.0,Sports,Electronic Arts,41.5,,0.05,0.04,0.0,0.01,0.0
Taito Legends,XB,2005.0,Misc,Empire Interactive,40.9,,0.05,0.04,0.0,0.01,0.0
American Chopper 2: Full Throttle,GC,2005.0,Racing,Activision,30.0,,0.05,0.04,0.0,0.01,0.0
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GC,2005.0,Platform,Global Star,,,0.05,0.04,0.0,0.01,0.0
Frogger: Ancient Shadow,GC,2005.0,Platform,Konami Digital Entertainment,29.65,,0.05,0.04,0.0,0.01,0.0
Pinball Hall of Fame: The Gottlieb Collection,GC,2005.0,Misc,Crave Entertainment,,,0.05,0.04,0.0,0.01,0.0
Tom Clancy's Rainbow Six: Lockdown,GC,2005.0,Shooter,Ubisoft,39.9,,0.05,0.04,0.0,0.01,0.0
World Series of Poker,GC,2005.0,Misc,Activision Value,23.75,,0.05,0.04,0.0,0.01,0.0
Rebelstar: Tactical Command,GBA,2005.0,Strategy,Atari,,,0.05,0.04,0.0,0.01,0.0
Sigma Star Saga,GBA,2005.0,Role-Playing,Atari,37.0,6.1,0.05,0.04,0.0,0.01,0.0
Ty the Tasmanian Tiger 3: Night of the Quinkan,GBA,2005.0,Action,Zoo Digital Publishing,39.65,,0.05,0.04,0.0,0.01,0.0
Bubble Bobble Revolution,DS,2005.0,Puzzle,Atari,20.75,,0.05,0.04,0.0,0.0,0.0
Alias,XB,2004.0,Action,Acclaim Entertainment,35.65,,0.05,0.04,0.0,0.01,0.0
Carve,XB,2004.0,Racing,Global Star,34.75,,0.05,0.04,0.0,0.01,0.0
Colin McRae Rally 2005,XB,2004.0,Racing,Codemasters,46.05,,0.05,0.04,0.0,0.01,0.0
Fallout: Brotherhood of Steel,XB,2004.0,Role-Playing,Avalon Interactive,36.75,,0.05,0.04,0.0,0.01,0.0
Fatal Frame II: Crimson Butterfly Director's Cut,XB,2004.0,Action,Microsoft Game Studios,46.35,,0.05,0.04,0.0,0.01,0.0
King Arthur,XB,2004.0,Action,Konami Digital Entertainment,33.85,,0.05,0.04,0.0,0.01,0.0
Robotech: Invasion,XB,2004.0,Shooter,Global Star,33.2,,0.05,0.04,0.0,0.01,0.0
UEFA Euro 2004: Portugal,XB,2004.0,Sports,Electronic Arts,,,0.05,0.04,0.0,0.01,0.0
Ultra Bust-A-Move,XB,2004.0,Puzzle,505 Games,40.65,,0.05,0.04,0.0,0.01,0.0
Second Sight,GC,2004.0,Adventure,Codemasters,42.45,,0.05,0.04,0.0,0.01,0.0
Cocoto Kart Racer,DS,2004.0,Racing,Big Ben Interactive,,,0.05,0.04,0.0,0.0,0.0
Alter Echo,XB,2003.0,Shooter,THQ,34.4,,0.05,0.04,0.0,0.01,0.0
Arx Fatalis,XB,2003.0,Role-Playing,Mindscape,39.4,,0.05,0.04,0.0,0.01,0.0
BlowOut,XB,2003.0,Shooter,Zoo Digital Publishing,30.75,,0.05,0.04,0.0,0.01,0.0
Gladiator: Sword of Vengeance,XB,2003.0,Action,Acclaim Entertainment,36.5,,0.05,0.04,0.0,0.01,0.0
IndyCar Series,XB,2003.0,Racing,Codemasters,39.75,,0.05,0.04,0.0,0.01,0.0
NFL Blitz Pro,XB,2003.0,Sports,Midway Games,,,0.05,0.04,0.0,0.01,0.0
Otogi 2: Immortal Warriors,XB,2003.0,Action,Sega,43.7,,0.05,0.04,0.0,0.01,0.0
Speed Kings,XB,2003.0,Racing,Acclaim Entertainment,32.75,,0.05,0.04,0.0,0.01,0.0
Wakeboarding Unleashed Featuring Shaun Murray,XB,2003.0,Sports,Activision,44.3,,0.05,0.04,0.0,0.01,0.0
Black & Bruised,GC,2003.0,Fighting,Vivendi Games,,,0.05,0.04,0.0,0.01,0.0
Medabots: Infinity,GC,2003.0,Role-Playing,Ubisoft,28.2,,0.05,0.04,0.0,0.01,0.0
Monster 4x4: Masters of Metal,GC,2003.0,Racing,Ubisoft,,,0.05,0.04,0.0,0.01,0.0
Phantasy Star Online Episode I & II Plus,GC,2003.0,Role-Playing,Sega,,,0.05,0.04,0.0,0.01,0.0
Piglet's Big Game,GC,2003.0,Platform,Gotham Games,,,0.05,0.04,0.0,0.01,0.0
Ribbit King,GC,2003.0,Sports,Atari,,,0.05,0.04,0.0,0.01,0.0
Rogue Ops,GC,2003.0,Action,Kemco,36.25,,0.05,0.04,0.0,0.01,0.0
Shrek Super Party,GC,2003.0,Misc,TDK Mediactive,21.45,,0.05,0.04,0.0,0.01,0.0
Summoner: A Goddess Reborn,GC,2003.0,Role-Playing,THQ,40.0,,0.05,0.04,0.0,0.01,0.0
Super Bubble Pop,GC,2003.0,Puzzle,Jaleco,29.1,,0.05,0.04,0.0,0.01,0.0
Dr. Seuss: Green Eggs and Ham,GBA,2003.0,Action,NewKidCo,,,0.05,0.04,0.0,0.01,0.0
FIFA Soccer 2004,GBA,2003.0,Sports,Electronic Arts,45.0,,0.05,0.04,0.0,0.01,0.0
Jim Henson's Muppets in Spy Muppets: License to Croak,GBA,2003.0,Action,TDK Mediactive,,,0.05,0.04,0.0,0.01,0.0
Monster! Bass Fishing,GBA,2003.0,Sports,Ignition Entertainment,,,0.05,0.04,0.0,0.01,0.0
Piglet's Big Game,GBA,2003.0,Platform,THQ,,,0.05,0.04,0.0,0.01,0.0
The Lost Vikings,GBA,2003.0,Puzzle,Activision,,,0.05,0.04,0.0,0.01,0.0
Wing Commander: Prophecy,GBA,2003.0,Simulation,"Destination Software, Inc",38.5,,0.05,0.04,0.0,0.01,0.0
Dragon's Lair 3D: Return to the Lair,XB,2002.0,Platform,Ubisoft,,,0.05,0.04,0.0,0.01,0.0
Kakuto Chojin,XB,2002.0,Fighting,Microsoft Game Studios,26.1,,0.05,0.04,0.0,0.01,0.0
Rally Fusion: Race of Champions,XB,2002.0,Racing,Activision,38.5,,0.05,0.04,0.0,0.01,0.0
Sega Soccer Slam,XB,2002.0,Sports,Sega,,,0.05,0.04,0.0,0.01,0.0
Zapper: One Wicked Cricket!,XB,2002.0,Platform,Infogrames,,,0.05,0.04,0.0,0.01,0.0
2002 FIFA World Cup,GC,2002.0,Sports,Electronic Arts,42.95,,0.05,0.04,0.0,0.01,0.0
Big Air Freestyle,GC,2002.0,Racing,Atari,31.2,,0.05,0.04,0.0,0.01,0.0
Blood Omen 2,GC,2002.0,Action,Eidos Interactive,,,0.05,0.04,0.0,0.01,0.0
Dark Summit,GC,2002.0,Sports,THQ,37.8,,0.05,0.04,0.0,0.01,0.0
Disney's PK: Out of the Shadows,GC,2002.0,Platform,Ubisoft,,,0.05,0.04,0.0,0.01,0.0
Disney's Party,GC,2002.0,Misc,Electronic Arts,21.5,,0.05,0.04,0.0,0.01,0.0
ESPN International Winter Sports 2002,GC,2002.0,Sports,Konami Digital Entertainment,33.75,,0.05,0.04,0.0,0.01,0.0
Monster Jam: Maximum Destruction,GC,2002.0,Racing,Ubisoft,,,0.05,0.04,0.0,0.01,0.0
Whirl Tour,GC,2002.0,Sports,Vivendi Games,33.05,,0.05,0.04,0.0,0.01,0.0
FIFA Soccer 2003,GBA,2002.0,Sports,Electronic Arts,42.15,,0.05,0.04,0.0,0.01,0.0
Lufia: The Ruins of Lore,GBA,2002.0,Role-Playing,Taito,,,0.05,0.04,0.0,0.01,0.0
Medabots: Metabee,GBA,2002.0,Role-Playing,Natsume,,,0.05,0.04,0.0,0.01,0.0
Turbo Turtle Adventure,GBA,2002.0,Puzzle,Majesco Entertainment,38.75,,0.05,0.04,0.0,0.01,0.0
Worms World Party,GBA,2002.0,Strategy,Ubisoft,,,0.05,0.04,0.0,0.01,0.0
NFL Quarterback Club 2002,GC,2001.0,Sports,Acclaim Entertainment,,,0.05,0.04,0.0,0.01,0.0
Puyo Pop,GBA,2001.0,Puzzle,Sega,46.5,,0.05,0.04,0.0,0.01,0.0
Blues Brothers 2000,N64,2000.0,Platform,Virgin Interactive,,,0.05,0.04,0.0,0.01,0.0
Hercules: The Legendary Journeys,N64,2000.0,Role-Playing,Titus,,,0.05,0.04,0.0,0.01,0.0
All Star Tennis 99,N64,1999.0,Sports,Ubisoft,,,0.05,0.04,0.0,0.01,0.0
Fighter Destiny 2,N64,1999.0,Fighting,Imagineer,,,0.05,0.04,0.0,0.01,0.0
Chameleon Twist 2,N64,1998.0,Platform,Infogrames,,,0.05,0.04,0.0,0.01,0.0
Dual Heroes,N64,1997.0,Fighting,Hudson Soft,,,0.05,0.04,0.0,0.01,0.0
Reader Rabbit 2nd Grade,Wii,,Misc,Unknown,,,0.05,0.04,0.0,0.0,0.0
Drill Dozer,GBA,,Platform,Unknown,44.45,,0.05,0.04,0.0,0.01,0.0
GRID,DS,,Racing,Codemasters,43.8,,0.05,0.04,0.0,0.0,0.0
Deadliest Warrior: Ancient Combat,X360,2012.0,Fighting,Cloud Imperium Games Corporation,,,0.04,0.04,0.0,0.0,0.0
MLB 2K12 / NBA 2K12 Combo Pack,X360,2012.0,Sports,Take-Two Interactive,,,0.04,0.04,0.0,0.0,0.0
Deadliest Warrior: Ancient Combat,PS3,2012.0,Fighting,Cloud Imperium Games Corporation,,,0.04,0.04,0.0,0.0,0.0
Test Drive: Ferrari Legends,PS3,2012.0,Racing,Unknown,,,0.04,0.04,0.0,0.0,0.01
Major League Baseball 2K12,PC,2012.0,Sports,Take-Two Interactive,,,0.04,0.04,0.0,0.0,0.0
Horses 3D,3DS,2012.0,Misc,Ubisoft,,,0.04,0.04,0.0,0.0,0.0
Jerry Rice and Nitus' Dog Football,Wii,2011.0,Sports,Tommo,,,0.04,0.04,0.0,0.0,0.0
Beastly Frantic Foto,DS,2011.0,Puzzle,Storm City Games,,,0.045,0.04,0.0,0.0,0.0
Duke Nukem Trilogy: Critical Mass,DS,2011.0,Shooter,Deep Silver,,,0.04,0.04,0.0,0.0,0.0
Kids Learn Music A+ Edition,DS,2011.0,Misc,Unknown,,,0.045,0.045,0.0,0.0,0.0
Gem Smashers,3DS,2011.0,Platform,Crave Entertainment,,,0.04,0.04,0.0,0.0,0.0
Attack of the Movies 3D,X360,2010.0,Shooter,Majesco Entertainment,21.25,,0.04,0.04,0.0,0.0,0.0
City Builder,Wii,2010.0,Misc,Virtual Play Games,,,0.04,0.04,0.0,0.0,0.0
Gummy Bears Mini Golf,Wii,2010.0,Sports,Unknown,,,0.04,0.04,0.0,0.0,0.0
Honda ATV Fever,Wii,2010.0,Racing,Storm City Games,,,0.04,0.04,0.0,0.0,0.0
The Kore Gang,Wii,2010.0,Platform,Flashpoint Games,38.5,,0.04,0.04,0.0,0.0,0.0
Casual Mania!,DS,2010.0,Puzzle,Foreign Media Games,,,0.04,0.04,0.0,0.0,0.0
Cheer We Go!,DS,2010.0,Misc,Natsume,,,0.04,0.04,0.0,0.0,0.0
Heathcliff! Frantic Foto,DS,2010.0,Misc,Storm City Games,,,0.04,0.04,0.0,0.0,0.0
Paws & Claws: Regal Resort,DS,2010.0,Simulation,THQ,,,0.04,0.04,0.0,0.0,0.0
Sushi Go-Round,DS,2010.0,Simulation,Asylum Entertainment,,,0.04,0.04,0.0,0.0,0.0
Who Wants to Be a Millionaire: 3rd Edition,DS,2010.0,Misc,Ubisoft,,,0.04,0.04,0.0,0.0,0.0
World Championship Spelling,DS,2010.0,Misc,505 Games,,,0.04,0.04,0.0,0.0,0.0
Glacier2,Wii,2009.0,Racing,Zoo Games,,,0.04,0.04,0.0,0.0,0.0
M&M's Beach Party,Wii,2009.0,Misc,Zoo Digital Publishing,,,0.04,0.04,0.0,0.0,0.0
Astro Boy: The Video Game,PSP,2009.0,Action,D3Publisher,32.5,,0.04,0.04,0.0,0.0,0.0
Challenge Me: Maths Workout,DS,2009.0,Puzzle,Oxygen Interactive,,,0.04,0.04,0.0,0.0,0.0
Chicken Blaster,DS,2009.0,Shooter,Zushi Games,,,0.04,0.04,0.0,0.0,0.0
Coraline,DS,2009.0,Action,D3Publisher,,,0.04,0.04,0.0,0.0,0.0
Dungeon Raiders,DS,2009.0,Role-Playing,Focus Home Interactive,,,0.04,0.04,0.0,0.0,0.0
Emergency Room: Real Life Rescues,DS,2009.0,Simulation,505 Games,,,0.04,0.04,0.0,0.0,0.0
Fashion Week Jr. Designer,DS,2009.0,Simulation,505 Games,,,0.04,0.04,0.0,0.0,0.0
Jojo's Fashion Show: Design in a Dash!,DS,2009.0,Simulation,Ubisoft,,,0.04,0.04,0.0,0.0,0.0
